學3-1.境外學位生數及其在學比率-以「系(所)」統計,,,,,,,,,,,
學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),境外學位生數小計,境外學位生數男,境外學位生數女,境外學位生數之在學比率(%)
107,私立,技專校院,1159,和春技術學院,10131031,餐飲管理系,學士班(日間),7,4,3,5.79
107,私立,技專校院,1159,和春技術學院,10151032,觀光與休閒事業管理系,學士班(日間),3,1,2,9.68
107,私立,技專校院,1159,和春技術學院,10151032,觀光與休閒事業管理系_越南外國學生專班,學士班(日間),6,5,1,100
107,私立,技專校院,1166,亞東技術學院,07141010,電子工程系,學士班(日間),1,1,0,0.18
107,私立,技專校院,1166,亞東技術學院,07151014,機械工程系,學士班(日間),1,1,0,0.16
107,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,02125028,創意流行時尚設計系,學士班(日間),1,0,1,3.33
107,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,04131006,企業管理系,學士班(日間),8,1,7,10.96
107,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,06131011,資訊工程系,學士班(日間),1,1,0,1.01
107,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,07121030,環境科技與管理系,學士班(日間),1,1,0,1.03
107,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,07151012,機械工程系,學士班(日間),2,2,0,0.73
107,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,10152032,休閒事業管理系,學士班(日間),4,2,2,2.23
107,私立,一般大學,1176,稻江科技暨管理學院,02122007,動畫遊戲設計學系,學士班(日間),1,1,0,0.62
107,私立,技專校院,1182,蘭陽技術學院,10131029,餐旅管理系,學士班(日間),2,1,1,2
107,私立,技專校院,1183,黎明技術學院,02111027,影視傳播系,學士班(日間),1,0,1,1.12
107,私立,技專校院,1183,黎明技術學院,02125007,時尚經營管理系,學士班(日間),1,0,1,0.89
107,私立,技專校院,1183,黎明技術學院,02125029,時尚設計系,學士班(日間),1,0,1,0.88
107,私立,技專校院,1183,黎明技術學院,02125030,服飾設計系,學士班(日間),1,0,1,0.76
107,私立,技專校院,1183,黎明技術學院,02152001,表演藝術系,學士班(日間),9,3,6,2.39
107,私立,技專校院,1183,黎明技術學院,04131005,企業管理系,學士班(日間),1,1,0,2
107,私立,技專校院,1183,黎明技術學院,06131008,資訊科技系,學士班(日間),1,1,0,1.10
107,私立,技專校院,1183,黎明技術學院,06131008,資訊科技系_國際學生產學合作專班,學士班(日間),77,77,0,100
107,私立,技專校院,1183,黎明技術學院,06132010,數位多媒體系,學士班(日間),2,1,1,0.71
107,私立,技專校院,1183,黎明技術學院,06132010,數位多媒體系_國際學生產學合作專班,學士班(日間),34,0,34,97.14
107,私立,技專校院,1183,黎明技術學院,07141011,電機工程系,學士班(日間),2,0,2,0.87
107,私立,技專校院,1183,黎明技術學院,07141011,電機工程系_國際學生產學合作專班,學士班(日間),111,111,0,100
107,私立,技專校院,1183,黎明技術學院,07151015,機械工程系_國際學生產學合作專班,學士班(日間),37,37,0,100
107,私立,技專校院,1183,黎明技術學院,07161026,車輛工程系,學士班(日間),2,2,0,2.27
107,私立,技專校院,1183,黎明技術學院,10121024,化妝品應用系,學士班(日間),6,0,6,1.96
107,私立,技專校院,1183,黎明技術學院,10131020,旅館管理系,學士班(日間),1,1,0,0.74
107,私立,技專校院,1183,黎明技術學院,10131021,餐飲管理系,學士班(日間),3,1,2,0.60
107,私立,技專校院,1183,黎明技術學院,10151022,觀光休閒系,學士班(日間),3,1,2,1.38
107,私立,技專校院,1185,經國管理暨健康學院,06111026,醫護資訊應用系,學士班(日間),1,1,0,0.91
107,私立,技專校院,1185,經國管理暨健康學院,09131009,護理系,學士班(日間),2,1,1,0.35
107,私立,技專校院,1185,經國管理暨健康學院,09221011,幼兒保育系,學士班(日間),3,0,3,1.69
107,私立,技專校院,1185,經國管理暨健康學院,10121016,美容流行設計系,學士班(日間),2,1,1,1.89
107,私立,技專校院,1185,經國管理暨健康學院,10131012,餐旅管理系_國際學生產學合作餐飲服務專班,學士班(日間),34,17,17,100
107,私立,技專校院,1185,經國管理暨健康學院,10131014,餐飲廚藝系_餐飲廚藝專班,學士班(日間),37,14,23,100
107,私立,技專校院,1185,經國管理暨健康學院,10131025,餐旅廚藝管理系,學士班(日間),20,17,3,4.46
107,私立,技專校院,1185,經國管理暨健康學院,10152020,觀光休閒與健康系,學士班(日間),4,4,0,2.52
107,私立,技專校院,1188,大同技術學院,10121001,時尚造型設計系,學士班(日間),4,0,4,3.51
107,私立,技專校院,1188,大同技術學院,10131024,餐飲管理系,學士班(日間),10,8,2,5.62
107,私立,技專校院,1188,大同技術學院,10131025,烘焙管理系,學士班(日間),10,6,4,3.76
107,私立,技專校院,1188,大同技術學院,10199034,婚禮企劃與設計系,學士班(日間),1,0,1,1.03
107,私立,技專校院,1192,臺灣觀光學院,10131010,旅館管理系,學士班(日間),2,2,0,5.88
107,私立,技專校院,1192,臺灣觀光學院,10131012,餐飲管理系,學士班(日間),1,1,0,2.04
107,私立,技專校院,1192,臺灣觀光學院,10131016,廚藝管理系,學士班(日間),2,1,1,0.81
107,私立,技專校院,1192,臺灣觀光學院,10199024,觀光餐旅科,五專,1,1,0,0.75
107,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,09121002,醫學系,學士班(日間),5,4,1,1.87
107,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,09153003,聽力暨語言治療學系,學士班(日間),8,1,7,5.10
107,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,01199001,生命教育碩士學位學程,碩士班(日間),2,0,2,3.23
107,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,02211002,佛教學系,學士班(日間),17,12,5,29.82
107,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,02211002,佛教學系,碩士班(日間),18,9,9,23.38
107,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,02211002,佛教學系,博士班,5,4,1,29.41
107,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,02311001,應用外語科,五專,1,0,1,0.42
107,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,09131003,護理科,五專,1,0,1,0.05
107,私立,技專校院,1286,耕莘健康管理專科學校,09131003,護理科,五專,1,0,1,0.03
107,私立,技專校院,1289,育英醫護管理專科學校,09131001,護理科,五專,1,0,1,0.08
107,私立,技專校院,1292,新生醫護管理專科學校,02311002,應用英語科,五專,1,0,1,0.68
107,私立,技專校院,1292,新生醫護管理專科學校,09131007,護理科,五專,1,1,0,0.03
107,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,02211001,基督教神學研究所,碩士班(日間),1,0,1,3.23
107,私立,宗教研修學院,1R03,臺北基督學院,02299001,基督教博雅學系,學士班(日間),9,3,6,10.11
107,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,02211001,一貫道學系,碩士班(日間),1,0,1,2.70
107,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,02211001,基督教研究所文學碩士班,碩士班(日間),2,1,1,7.69
107,私立,宗教研修學院,1R06,一貫道崇德學院,02211001,一貫道研究所,碩士班(日間),4,3,1,8
107,公立,一般大學,3002,臺北市立大學,01111001,教育學系,學士班(日間),9,1,8,3.50
107,公立,一般大學,3002,臺北市立大學,01111001,教育學系,博士班,3,1,2,2.59
107,公立,一般大學,3002,臺北市立大學,01113029,特殊教育學系,學士班(日間),7,1,6,3.78
107,公立,一般大學,3002,臺北市立大學,01114035,教育行政與評鑑研究所,博士班,2,0,2,3.70
107,公立,一般大學,3002,臺北市立大學,01116036,學習與媒材設計學系,學士班(日間),9,3,6,5.66
107,公立,一般大學,3002,臺北市立大學,01121027,幼兒教育學系,學士班(日間),10,0,10,3.09
107,公立,一般大學,3002,臺北市立大學,01131017,英語教學系,學士班(日間),6,2,4,3.82
107,公立,一般大學,3002,臺北市立大學,01141025,體育學系,學士班(日間),8,6,2,4.10
107,公立,一般大學,3002,臺北市立大學,01141025,體育學系,碩士班(日間),1,1,0,3.33
107,公立,一般大學,3002,臺北市立大學,01141026,運動教育研究所,碩士班(日間),2,2,0,5
107,公立,一般大學,3002,臺北市立大學,02111040,視覺藝術學系,學士班(日間),11,2,9,5.31
107,公立,一般大學,3002,臺北市立大學,02111040,視覺藝術學系,碩士班(日間),3,0,3,4
107,公立,一般大學,3002,臺北市立大學,02151037,音樂學系,學士班(日間),9,4,5,4.19
107,公立,一般大學,3002,臺北市立大學,02151037,音樂學系,碩士班(日間),8,3,5,10.13
107,公立,一般大學,3002,臺北市立大學,02152039,舞蹈學系,學士班(日間),3,0,3,1.85
107,公立,一般大學,3002,臺北市立大學,02221019,歷史與地理學系,學士班(日間),9,6,3,5.11
107,公立,一般大學,3002,臺北市立大學,02322043,中國語文學系,學士班(日間),12,3,9,5.02
107,公立,一般大學,3002,臺北市立大學,02322043,中國語文學系,博士班,2,1,1,6.06
107,公立,一般大學,3002,臺北市立大學,03131055,心理與諮商學系,碩士班(日間),2,0,2,2.33
107,公立,一般大學,3002,臺北市立大學,04134056,社會暨公共事務學系,學士班(日間),13,4,9,9.03
107,公立,一般大學,3002,臺北市立大學,04199045,都會產業經營與行銷學系,學士班(日間),2,1,1,1.68
107,公立,一般大學,3002,臺北市立大學,05211023,地球環境暨生物資源學系,學士班(日間),1,0,1,0.67
107,公立,一般大學,3002,臺北市立大學,05411012,數學系,學士班(日間),3,2,1,1.85
107,公立,一般大學,3002,臺北市立大學,06131016,資訊科學系,學士班(日間),2,2,0,1.18
107,公立,一般大學,3002,臺北市立大學,06131016,資訊科學系,碩士班(日間),1,1,0,2.22
107,公立,一般大學,3002,臺北市立大學,07313058,城市發展學系,學士班(日間),2,2,0,1.71
107,公立,一般大學,3002,臺北市立大學,10141053,運動科學研究所,碩士班(日間),2,0,2,7.69
107,公立,一般大學,3002,臺北市立大學,10141053,運動科學研究所,博士班,9,5,4,60
107,公立,一般大學,3002,臺北市立大學,10141054,競技運動訓練研究所,博士班,2,2,0,6.90
107,公立,一般大學,3002,臺北市立大學,10141060,球類運動學系,學士班(日間),5,4,1,0.93
107,公立,一般大學,3002,臺北市立大學,10141062,陸上運動學系,學士班(日間),5,1,4,2.23
107,公立,一般大學,3002,臺北市立大學,10141064,技擊運動學系,學士班(日間),4,3,1,1.88
107,公立,一般大學,3002,臺北市立大學,10142052,運動健康科學系,碩士班(日間),5,5,0,14.29
107,公立,一般大學,3002,臺北市立大學,10152050,休閒運動管理學系,學士班(日間),12,9,3,5.11
107,公立,一般大學,3002,臺北市立大學,10152050,休閒運動管理學系,碩士班(日間),2,2,0,5.56
107,公立,一般大學,3002,臺北市立大學,10152052,運動健康科學系,學士班(日間),14,10,4,6.06
107,公立,一般大學,3002,臺北市立大學,99999046,運動藝術學系,學士班(日間),2,1,1,1.05
 ,,,,,,,,,,,
統計說明,,,,,,,,,,,
一、學年度：係指【學年度】為篩選條件。,,,,,,,,,,,
二、設立別：係指【公立、私立】大學校院等分類。,,,,,,,,,,,
三、學校類別：係指【一般大學、技專校院、宗教研修學院】等。,,,,,,,,,,,
四、學校名稱：係指【學校校名】。,,,,,,,,,,,
五、系所名稱：係指【學校系、所、學位學程】之名稱。,,,,,,,,,,,
六、學制班別(日間)：係指日間【二專(日間)、五專、學士班(日間)、碩士班(日間)、博士班】等學制班別；其中學士班(日間)包含大學四年制(或四技)、大學二年制(或二技)及學士後第二專長學位學程。,,,,,,,,,,,
七、境外學位生數：,,,,,,,,,,,
1.本表境外學位生數：包括學校【外國學生、僑生、港澳生、大陸地區】學位生之【男、女】加總，不含境外專班之外國學生。,,,,,,,,,,,
2.外國學生(不含境外專班之外國學生)：,,,,,,,,,,,
(1)	外國學生：係指未具僑生身分，依「外國學生來臺就學辦法」或依國內一般升學管道入學，並具正式學籍之外國學生。,,,,,,,,,,,
(2) 雙聯學制外國學生係指國內各大學校院透過與國外大學建立學術合作關係簽訂合作合約，並符合「大學辦理國外學歷採認辦法」之相關規定者，且於二校當地修習學分數，累計須各達獲頒學位所需總學分數之1/3以上，同時符合「大學辦理國外學歷採認辦法」第6條修讀期間之規定，並由二校各頒或共頒合乎各校所遵行之教育法令之學位。,,,,,,,,,,,
3.	僑生：係指符合「僑生回國就學及輔導辦法」或依國內一般升學管道入學，並具正式學籍之僑生，不包括國立臺灣師範大學僑生先修部人數。,,,,,,,,,,,
4.	港澳生：係指依「香港澳門居民來臺就學辦法」或依國內一般升學管道入學，並具正式學籍之港澳學生。,,,,,,,,,,,
5.大陸地區來臺學位生：係指依「大陸地區人民來臺就讀專科以上學校辦法」入學並具正式學籍之大陸地區學生。,,,,,,,,,,,
八、境外學位生數之在學比率(%)：係指學校【日間學制境外學生人數】占【日間學制在學學生數】之比率。,,,,,,,,,,,
