學3-1.境外學位生數及其在學比率-以「系(所)」統計,,,,,,,,,,,
學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),境外學位生數小計,境外學位生數男,境外學位生數女,境外學位生數之在學比率(%)
107,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,碩士班(日間),13,9,4,5.02
107,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,博士班,26,20,6,17.33
107,公立,一般大學,0002,國立清華大學,07131068,核子工程與科學研究所,碩士班(日間),2,2,0,4.17
107,公立,一般大學,0002,國立清華大學,07131068,核子工程與科學研究所,博士班,3,2,1,11.54
107,公立,一般大學,0002,國立清華大學,07132066,工程與系統科學系,學士班(日間),7,6,1,1.72
107,公立,一般大學,0002,國立清華大學,07132066,工程與系統科學系,碩士班(日間),3,2,1,1.66
107,公立,一般大學,0002,國立清華大學,07132066,工程與系統科學系,博士班,37,28,9,41.11
107,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,學士班(日間),7,6,1,1.59
107,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,碩士班(日間),9,8,1,2.54
107,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,博士班,12,10,2,16.67
107,公立,一般大學,0002,國立清華大學,07141050,電子工程研究所,碩士班(日間),4,4,0,2.20
107,公立,一般大學,0002,國立清華大學,07141050,電子工程研究所,博士班,7,7,0,13.73
107,公立,一般大學,0002,國立清華大學,07141052,光電工程研究所,碩士班(日間),3,1,2,2.50
107,公立,一般大學,0002,國立清華大學,07141052,光電工程研究所,博士班,3,3,0,13.64
107,公立,一般大學,0002,國立清華大學,07141054,通訊工程研究所,碩士班(日間),6,4,2,3.97
107,公立,一般大學,0002,國立清華大學,07141054,通訊工程研究所,博士班,10,8,2,40
107,公立,一般大學,0002,國立清華大學,07141055,電機資訊學院學士班,學士班(日間),8,6,2,6.25
107,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,學士班(日間),28,27,1,6
107,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,碩士班(日間),14,11,3,5
107,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,博士班,14,13,1,15.05
107,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,學士班(日間),29,12,17,10.18
107,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,碩士班(日間),14,11,3,7.49
107,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,博士班,6,3,3,14.63
107,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,學士班(日間),12,8,4,6.45
107,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,碩士班(日間),8,4,4,6.61
107,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,博士班,12,4,8,24
107,公立,一般大學,0002,國立清華大學,07193065,生物醫學工程研究所,碩士班(日間),2,0,2,5.71
107,公立,一般大學,0002,國立清華大學,07194059,奈米工程與微系統研究所,碩士班(日間),6,4,2,10.91
107,公立,一般大學,0002,國立清華大學,07194059,奈米工程與微系統研究所,博士班,22,12,10,45.83
107,公立,一般大學,0002,國立清華大學,07194069,原子科學院學士班,學士班(日間),1,0,1,1.25
107,公立,一般大學,0002,國立清華大學,07199070,全球營運管理碩士雙聯學位學程,碩士班(日間),1,0,1,6.67
107,公立,一般大學,0002,國立清華大學,09121073,醫學科學系,學士班(日間),7,2,5,8.97
107,公立,一般大學,0002,國立清華大學,99999074,跨院國際博士班學位學程,博士班,13,7,6,23.64
107,公立,一般大學,0002,國立清華大學,99999074,跨院國際碩士學位學程,碩士班(日間),8,1,7,40
107,公立,一般大學,0002,國立清華大學,99999075,清華學院學士班,學士班(日間),43,18,25,44.79
107,公立,一般大學,0003,國立臺灣大學,01131001,華語教學碩士學位學程,碩士班(日間),16,1,15,29.63
107,公立,一般大學,0003,國立臺灣大學,02151002,音樂學研究所,碩士班(日間),8,3,5,29.63
107,公立,一般大學,0003,國立臺灣大學,02151002,音樂學研究所,博士班,3,2,1,30
107,公立,一般大學,0003,國立臺灣大學,02152003,戲劇學系,學士班(日間),9,2,7,5.06
107,公立,一般大學,0003,國立臺灣大學,02152003,戲劇學系,碩士班(日間),12,1,11,36.36
107,公立,一般大學,0003,國立臺灣大學,02152003,戲劇學系,博士班,1,1,0,33.33
107,公立,一般大學,0003,國立臺灣大學,02191004,藝術史研究所,碩士班(日間),8,4,4,18.60
107,公立,一般大學,0003,國立臺灣大學,02191004,藝術史研究所,博士班,1,0,1,11.11
107,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,學士班(日間),26,10,16,10.04
107,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,碩士班(日間),17,13,4,19.54
107,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,博士班,8,6,2,16.33
107,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,學士班(日間),22,11,11,13.02
107,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,碩士班(日間),9,5,4,22.50
107,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,博士班,5,3,2,29.41
107,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,學士班(日間),19,11,8,10.67
107,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,碩士班(日間),11,7,4,25
107,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,博士班,2,1,1,6.25
107,公立,一般大學,0003,國立臺灣大學,02311007,外國語文學系,學士班(日間),58,11,47,10.45
107,公立,一般大學,0003,國立臺灣大學,02311007,外國語文學系,碩士班(日間),7,1,6,11.48
107,公立,一般大學,0003,國立臺灣大學,02311007,外國語文學系,博士班,2,1,1,12.50
107,公立,一般大學,0003,國立臺灣大學,02311009,日本語文學系,學士班(日間),13,3,10,5.10
107,公立,一般大學,0003,國立臺灣大學,02311009,日本語文學系,碩士班(日間),5,1,4,11.63
107,公立,一般大學,0003,國立臺灣大學,02312010,翻譯碩士學位學程,碩士班(日間),7,4,3,17.95
107,公立,一般大學,0003,國立臺灣大學,02321005,臺灣文學研究所,碩士班(日間),5,1,4,13.16
107,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,學士班(日間),29,11,18,10.39
107,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,碩士班(日間),32,9,23,42.11
107,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,博士班,9,5,4,21.95
107,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系國際學生學士班,學士班(日間),62,18,44,95.38
107,公立,一般大學,0003,國立臺灣大學,02399011,語言學研究所,碩士班(日間),4,2,2,11.43
107,公立,一般大學,0003,國立臺灣大學,02399011,語言學研究所,博士班,6,4,2,33.33
107,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,學士班(日間),27,9,18,4.56
107,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,碩士班(日間),6,3,3,5.04
107,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,學士班(日間),66,36,30,8.62
107,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,碩士班(日間),22,15,7,16.79
107,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,博士班,11,7,4,22.45
107,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,學士班(日間),30,6,24,10.24
107,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,碩士班(日間),13,3,10,9.85
107,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,博士班,2,1,1,4.88
107,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,學士班(日間),17,9,8,7.76
107,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,碩士班(日間),7,4,3,14.89
107,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,博士班,1,0,1,7.69
107,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,學士班(日間),15,8,7,9.20
107,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,碩士班(日間),10,8,2,15.63
107,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,博士班,2,1,1,9.52
107,公立,一般大學,0003,國立臺灣大學,03191023,國家發展研究所,碩士班(日間),25,13,12,11.57
107,公立,一般大學,0003,國立臺灣大學,03191023,國家發展研究所,博士班,16,12,4,24.24
107,公立,一般大學,0003,國立臺灣大學,03212024,新聞研究所,碩士班(日間),15,6,9,16.48
107,公立,一般大學,0003,國立臺灣大學,03222025,圖書資訊學系,學士班(日間),20,5,15,10.42
107,公立,一般大學,0003,國立臺灣大學,03222025,圖書資訊學系,碩士班(日間),7,2,5,12.50
107,公立,一般大學,0003,國立臺灣大學,03222025,圖書資訊學系,博士班,1,1,0,5.56
107,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,學士班(日間),26,7,19,4.97
107,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,碩士班(日間),8,3,5,7.34
107,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,博士班,1,0,1,5.56
107,公立,一般大學,0003,國立臺灣大學,04121032,財務金融學系,學士班(日間),42,17,25,7.61
107,公立,一般大學,0003,國立臺灣大學,04121032,財務金融學系,碩士班(日間),18,10,8,12.16
107,公立,一般大學,0003,國立臺灣大學,04131026,商學研究所,碩士班(日間),12,4,8,8.70
107,公立,一般大學,0003,國立臺灣大學,04131026,商學研究所,博士班,3,2,1,7.69
107,公立,一般大學,0003,國立臺灣大學,04131028,管理學院企業管理碩士專班,碩士班(日間),62,35,27,43.97
107,公立,一般大學,0003,國立臺灣大學,04131029,工商管理學系,學士班(日間),24,6,18,5.62
107,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,學士班(日間),10,1,9,2.70
107,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,碩士班(日間),18,10,8,11.92
107,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,博士班,3,2,1,6.67
107,公立,一般大學,0003,國立臺灣大學,04134022,公共事務研究所,碩士班(日間),8,3,5,13.79
107,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,學士班(日間),64,25,39,8.05
107,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,碩士班(日間),36,17,19,7.39
107,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,博士班,5,1,4,9.62
107,公立,一般大學,0003,國立臺灣大學,04212036,科際整合法律學研究所,碩士班(日間),3,1,2,1.79
107,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,學士班(日間),25,12,13,14.04
107,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,碩士班(日間),8,3,5,12.12
107,公立,一般大學,0003,國立臺灣大學,05111040,植物科學研究所,碩士班(日間),3,1,2,4.29
107,公立,一般大學,0003,國立臺灣大學,05111040,植物科學研究所,博士班,1,1,0,4.55
107,公立,一般大學,0003,國立臺灣大學,05111041,昆蟲學系,學士班(日間),7,4,3,7.61
107,公立,一般大學,0003,國立臺灣大學,05111041,昆蟲學系,碩士班(日間),3,1,2,12
107,公立,一般大學,0003,國立臺灣大學,05121044,生物科技研究所,碩士班(日間),5,3,2,21.74
107,公立,一般大學,0003,國立臺灣大學,05121044,生物科技研究所,博士班,4,2,2,13.33
107,公立,一般大學,0003,國立臺灣大學,05121045,生化科學研究所,碩士班(日間),6,4,2,11.32
107,公立,一般大學,0003,國立臺灣大學,05121045,生化科學研究所,博士班,14,9,5,31.82
107,公立,一般大學,0003,國立臺灣大學,05121046,分子與細胞生物學研究所,碩士班(日間),3,2,1,4.55
107,公立,一般大學,0003,國立臺灣大學,05121046,分子與細胞生物學研究所,博士班,1,1,0,12.50
107,公立,一般大學,0003,國立臺灣大學,05121047,基因體與系統生物學學位學程,碩士班(日間),1,0,1,9.09
107,公立,一般大學,0003,國立臺灣大學,05121047,基因體與系統生物學學位學程,博士班,1,1,0,2.27
107,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,學士班(日間),15,9,6,9.26
107,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,碩士班(日間),4,1,3,3.77
107,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,博士班,1,1,0,3.13
107,公立,一般大學,0003,國立臺灣大學,05123050,生物化學暨分子生物學研究所,碩士班(日間),4,1,3,6.45
107,公立,一般大學,0003,國立臺灣大學,05124155,生物資訊學國際研究生博士學位學程,博士班,1,1,0,33.33
107,公立,一般大學,0003,國立臺灣大學,05199156,跨領域神經科學國際研究生博士學位學程,博士班,2,1,1,33.33
107,公立,一般大學,0003,國立臺灣大學,05212043,生態學與演化生物學研究所,碩士班(日間),3,2,1,5.26
107,公立,一般大學,0003,國立臺灣大學,05212043,生態學與演化生物學研究所,博士班,4,3,1,22.22
107,公立,一般大學,0003,國立臺灣大學,05311051,化學系,學士班(日間),21,11,10,7.58
107,公立,一般大學,0003,國立臺灣大學,05311051,化學系,碩士班(日間),6,3,3,3.02
107,公立,一般大學,0003,國立臺灣大學,05311051,化學系,博士班,27,19,8,21.60
107,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,學士班(日間),22,12,10,14.10
107,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,碩士班(日間),9,8,1,12
107,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,博士班,7,4,3,14.89
107,公立,一般大學,0003,國立臺灣大學,05321053,氣候變遷與永續發展國際博士學位學程,博士班,3,2,1,27.27
107,公立,一般大學,0003,國立臺灣大學,05321053,氣候變遷與永續發展國際碩士學位學程,碩士班(日間),2,0,2,6.90
107,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,學士班(日間),5,3,2,3.29
107,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,碩士班(日間),3,3,0,7.14
107,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,博士班,1,1,0,4
107,公立,一般大學,0003,國立臺灣大學,05323057,海洋研究所,碩士班(日間),4,1,3,4.94
107,公立,一般大學,0003,國立臺灣大學,05323057,海洋研究所,博士班,3,2,1,20
107,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,學士班(日間),6,6,0,2.31
107,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,碩士班(日間),7,6,1,3.66
107,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,博士班,20,17,3,19.80
107,公立,一般大學,0003,國立臺灣大學,05331055,應用物理學研究所,博士班,1,1,0,3.23
107,公立,一般大學,0003,國立臺灣大學,05332058,天文物理研究所,碩士班(日間),1,1,0,7.14
107,公立,一般大學,0003,國立臺灣大學,05332058,天文物理研究所,博士班,2,2,0,28.57
107,公立,一般大學,0003,國立臺灣大學,05411059,數學系,學士班(日間),17,12,5,7.91
107,公立,一般大學,0003,國立臺灣大學,05411059,數學系,博士班,2,2,0,10.53
107,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,學士班(日間),17,10,7,7.94
107,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,碩士班(日間),4,2,2,3.54
107,公立,一般大學,0003,國立臺灣大學,06131063,資訊網路與多媒體研究所,碩士班(日間),11,9,2,10.89
107,公立,一般大學,0003,國立臺灣大學,06131063,資訊網路與多媒體研究所,博士班,2,2,0,5.26
107,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,學士班(日間),50,36,14,9.03
107,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,碩士班(日間),27,21,6,8.77
107,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,博士班,4,4,0,3.85
107,公立,一般大學,0003,國立臺灣大學,07111076,化學工程學系,學士班(日間),30,17,13,6.59
107,公立,一般大學,0003,國立臺灣大學,07111076,化學工程學系,碩士班(日間),23,14,9,10.55
107,公立,一般大學,0003,國立臺灣大學,07111076,化學工程學系,博士班,5,5,0,8.93
107,公立,一般大學,0003,國立臺灣大學,07111077,高分子科學與工程學研究所,碩士班(日間),3,3,0,4.84
107,公立,一般大學,0003,國立臺灣大學,07111077,高分子科學與工程學研究所,博士班,1,1,0,2.86
107,公立,一般大學,0003,國立臺灣大學,07112078,材料科學與工程學系,學士班(日間),21,20,1,9.72
107,公立,一般大學,0003,國立臺灣大學,07112078,材料科學與工程學系,碩士班(日間),8,3,5,5.26
107,公立,一般大學,0003,國立臺灣大學,07112078,材料科學與工程學系,博士班,3,2,1,3.66
107,公立,一般大學,0003,國立臺灣大學,07112154,分子科學與技術國際研究生博士學位學程,博士班,3,1,2,60
107,公立,一般大學,0003,國立臺灣大學,07121080,環境工程學研究所,碩士班(日間),17,9,8,15.04
107,公立,一般大學,0003,國立臺灣大學,07121080,環境工程學研究所,博士班,4,2,2,7.27
107,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,學士班(日間),49,44,5,6.11
107,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,碩士班(日間),20,20,0,9.13
107,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,博士班,8,6,2,9.76
107,公立,一般大學,0003,國立臺灣大學,07141065,電子工程學研究所,碩士班(日間),20,17,3,5.17
107,公立,一般大學,0003,國立臺灣大學,07141065,電子工程學研究所,博士班,7,7,0,5.93
107,公立,一般大學,0003,國立臺灣大學,07141066,光電工程學研究所,碩士班(日間),12,10,2,4.90
107,公立,一般大學,0003,國立臺灣大學,07141066,光電工程學研究所,博士班,5,4,1,9.26
107,公立,一般大學,0003,國立臺灣大學,07141068,電信工程學研究所,碩士班(日間),7,6,1,2.53
107,公立,一般大學,0003,國立臺灣大學,07141068,電信工程學研究所,博士班,6,6,0,8.11
107,公立,一般大學,0003,國立臺灣大學,07151069,機械工程學系,學士班(日間),74,66,8,11.76
107,公立,一般大學,0003,國立臺灣大學,07151069,機械工程學系,碩士班(日間),24,21,3,5.73
107,公立,一般大學,0003,國立臺灣大學,07151069,機械工程學系,博士班,6,5,1,5.50
107,公立,一般大學,0003,國立臺灣大學,07151072,生物產業機電工程學系,學士班(日間),16,10,6,8.84
107,公立,一般大學,0003,國立臺灣大學,07151072,生物產業機電工程學系,碩士班(日間),3,3,0,2.88
107,公立,一般大學,0003,國立臺灣大學,07151072,生物產業機電工程學系,博士班,3,2,1,11.54
107,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,學士班(日間),12,8,4,6.12
107,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,碩士班(日間),7,5,2,3.57
107,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,博士班,3,2,1,7.89
107,公立,一般大學,0003,國立臺灣大學,07191079,工業工程學研究所,碩士班(日間),3,3,0,4.29
107,公立,一般大學,0003,國立臺灣大學,07191079,工業工程學研究所,博士班,8,8,0,40
107,公立,一般大學,0003,國立臺灣大學,07193081,生醫電子與資訊學研究所,碩士班(日間),8,4,4,7.14
107,公立,一般大學,0003,國立臺灣大學,07193081,生醫電子與資訊學研究所,博士班,3,2,1,4.35
107,公立,一般大學,0003,國立臺灣大學,07193083,醫學工程學研究所,碩士班(日間),14,8,6,12.17
107,公立,一般大學,0003,國立臺灣大學,07193083,醫學工程學研究所,博士班,2,1,1,2.06
107,公立,一般大學,0003,國立臺灣大學,07194071,應用力學研究所,碩士班(日間),2,2,0,1.18
107,公立,一般大學,0003,國立臺灣大學,07194071,應用力學研究所,博士班,3,2,1,9.68
107,公立,一般大學,0003,國立臺灣大學,07211099,食品科技研究所,碩士班(日間),21,7,14,19.81
107,公立,一般大學,0003,國立臺灣大學,07211099,食品科技研究所,博士班,3,2,1,10.71
107,公立,一般大學,0003,國立臺灣大學,07313086,建築與城鄉研究所,碩士班(日間),19,5,14,17.12
107,公立,一般大學,0003,國立臺灣大學,07313086,建築與城鄉研究所,博士班,8,5,3,19.51
107,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,學士班(日間),59,46,13,12.53
107,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,碩士班(日間),44,35,9,11.92
107,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,博士班,14,11,3,11.57
107,公立,一般大學,0003,國立臺灣大學,07321075,生物環境系統工程學系,學士班(日間),18,12,6,9.18
107,公立,一般大學,0003,國立臺灣大學,07321075,生物環境系統工程學系,碩士班(日間),4,3,1,5.71
107,公立,一般大學,0003,國立臺灣大學,07321075,生物環境系統工程學系,博士班,7,6,1,22.58
107,公立,一般大學,0003,國立臺灣大學,08111087,農藝學系,學士班(日間),26,17,9,15.95
107,公立,一般大學,0003,國立臺灣大學,08111087,農藝學系,碩士班(日間),3,2,1,5
107,公立,一般大學,0003,國立臺灣大學,08111087,農藝學系,博士班,2,2,0,9.52
107,公立,一般大學,0003,國立臺灣大學,08112089,動物科學技術學系,學士班(日間),21,9,12,17.65
107,公立,一般大學,0003,國立臺灣大學,08112089,動物科學技術學系,碩士班(日間),3,2,1,6.38
107,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,學士班(日間),29,16,13,13.43
107,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,碩士班(日間),17,9,8,11.49
107,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,博士班,2,1,1,5.88
107,公立,一般大學,0003,國立臺灣大學,08191100,農業化學系,學士班(日間),19,10,9,11.88
107,公立,一般大學,0003,國立臺灣大學,08191100,農業化學系,碩士班(日間),4,1,3,6.56
107,公立,一般大學,0003,國立臺灣大學,08191100,農業化學系,博士班,1,1,0,5.56
107,公立,一般大學,0003,國立臺灣大學,08193096,農業經濟學系,學士班(日間),34,20,14,19.88
107,公立,一般大學,0003,國立臺灣大學,08193096,農業經濟學系,碩士班(日間),17,13,4,23.61
107,公立,一般大學,0003,國立臺灣大學,08193098,生物產業傳播暨發展學系,學士班(日間),19,6,13,7.34
107,公立,一般大學,0003,國立臺灣大學,08193098,生物產業傳播暨發展學系,碩士班(日間),8,0,8,22.86
107,公立,一般大學,0003,國立臺灣大學,08193098,生物產業傳播暨發展學系,博士班,3,2,1,15
107,公立,一般大學,0003,國立臺灣大學,08194094,植物病理與微生物學系,學士班(日間),14,6,8,11.02
107,公立,一般大學,0003,國立臺灣大學,08194094,植物病理與微生物學系,碩士班(日間),9,5,4,16.36
107,公立,一般大學,0003,國立臺灣大學,08194094,植物病理與微生物學系,博士班,3,2,1,33.33
107,公立,一般大學,0003,國立臺灣大學,08194095,植物醫學碩士學位學程,碩士班(日間),4,1,3,12.50
107,公立,一般大學,0003,國立臺灣大學,08211102,森林環境暨資源學系,學士班(日間),34,19,15,12.64
107,公立,一般大學,0003,國立臺灣大學,08211102,森林環境暨資源學系,碩士班(日間),6,2,4,5.04
107,公立,一般大學,0003,國立臺灣大學,08211102,森林環境暨資源學系,博士班,2,2,0,8.70
107,公立,一般大學,0003,國立臺灣大學,08311103,漁業科學研究所,碩士班(日間),7,5,2,21.88
107,公立,一般大學,0003,國立臺灣大學,08311103,漁業科學研究所,博士班,2,1,1,16.67
107,公立,一般大學,0003,國立臺灣大學,08411104,獸醫學系,學士班(日間),57,19,38,15.88
107,公立,一般大學,0003,國立臺灣大學,08411104,獸醫學系,碩士班(日間),1,1,0,3.03
107,公立,一般大學,0003,國立臺灣大學,08411104,獸醫學系,博士班,3,0,3,10
107,公立,一般大學,0003,國立臺灣大學,09111137,牙醫學系,學士班(日間),17,8,9,7.91
107,公立,一般大學,0003,國立臺灣大學,09111138,臨床牙醫學研究所,碩士班(日間),4,2,2,5.33
107,公立,一般大學,0003,國立臺灣大學,09111138,臨床牙醫學研究所,博士班,1,0,1,4.76
107,公立,一般大學,0003,國立臺灣大學,09121048,微生物學研究所,碩士班(日間),2,1,1,2.60
107,公立,一般大學,0003,國立臺灣大學,09121048,微生物學研究所,博士班,1,1,0,5.56
107,公立,一般大學,0003,國立臺灣大學,09121107,醫學系,學士班(日間),65,34,31,7.58
107,公立,一般大學,0003,國立臺灣大學,09121109,分子醫學研究所,碩士班(日間),3,2,1,10
107,公立,一般大學,0003,國立臺灣大學,09121109,分子醫學研究所,博士班,1,0,1,4.17
107,公立,一般大學,0003,國立臺灣大學,09121110,免疫學研究所,碩士班(日間),1,0,1,3.57
107,公立,一般大學,0003,國立臺灣大學,09121114,解剖學暨細胞生物學研究所,碩士班(日間),1,0,1,5.26
107,公立,一般大學,0003,國立臺灣大學,09121130,藥理學研究所,碩士班(日間),4,0,4,10.26
107,公立,一般大學,0003,國立臺灣大學,09121130,藥理學研究所,博士班,1,0,1,4.76
107,公立,一般大學,0003,國立臺灣大學,09121142,腦與心智科學研究所,碩士班(日間),1,0,1,2.86
107,公立,一般大學,0003,國立臺灣大學,09131134,護理學系,學士班(日間),13,1,12,8.23
107,公立,一般大學,0003,國立臺灣大學,09131134,護理學系,碩士班(日間),1,1,0,1.04
107,公立,一般大學,0003,國立臺灣大學,09141136,醫學檢驗暨生物技術學系,學士班(日間),20,6,14,14.39
107,公立,一般大學,0003,國立臺灣大學,09141136,醫學檢驗暨生物技術學系,碩士班(日間),4,1,3,6.78
107,公立,一般大學,0003,國立臺灣大學,09151132,物理治療學系,學士班(日間),25,8,17,21.93
107,公立,一般大學,0003,國立臺灣大學,09151132,物理治療學系,碩士班(日間),5,0,5,13.51
107,公立,一般大學,0003,國立臺灣大學,09151132,物理治療學系,博士班,1,1,0,5.26
107,公立,一般大學,0003,國立臺灣大學,09152133,職能治療學系,學士班(日間),25,4,21,15.72
107,公立,一般大學,0003,國立臺灣大學,09152133,職能治療學系,碩士班(日間),2,1,1,7.41
107,公立,一般大學,0003,國立臺灣大學,09161129,藥學系,學士班(日間),21,9,12,8.33
107,公立,一般大學,0003,國立臺灣大學,09161129,藥學系,碩士班(日間),5,3,2,10.42
107,公立,一般大學,0003,國立臺灣大學,09161129,藥學系,博士班,2,2,0,8
107,公立,一般大學,0003,國立臺灣大學,09161131,臨床藥學研究所,碩士班(日間),1,0,1,5
107,公立,一般大學,0003,國立臺灣大學,09191122,公共衛生碩士學位學程,碩士班(日間),7,5,2,7.45
107,公立,一般大學,0003,國立臺灣大學,09191122,公共衛生學系,學士班(日間),12,3,9,7.55
107,公立,一般大學,0003,國立臺灣大學,09191123,職業醫學與工業衛生研究所,碩士班(日間),3,1,2,7.32
107,公立,一般大學,0003,國立臺灣大學,09191123,職業醫學與工業衛生研究所,博士班,2,2,0,8.33
107,公立,一般大學,0003,國立臺灣大學,09191126,流行病學與預防醫學研究所,碩士班(日間),4,0,4,4.40
107,公立,一般大學,0003,國立臺灣大學,09191126,流行病學與預防醫學研究所,博士班,2,2,0,2.08
107,公立,一般大學,0003,國立臺灣大學,09191127,健康政策與管理研究所,碩士班(日間),6,2,4,7.69
107,公立,一般大學,0003,國立臺灣大學,09191127,健康政策與管理研究所,博士班,2,1,1,4.26
107,公立,一般大學,0003,國立臺灣大學,09191128,健康行為與社區科學研究所,碩士班(日間),2,2,0,9.52
107,公立,一般大學,0003,國立臺灣大學,09199141,毒理學研究所,碩士班(日間),2,0,2,9.09
107,公立,一般大學,0003,國立臺灣大學,09231144,社會工作學系,學士班(日間),13,3,10,6.28
107,公立,一般大學,0003,國立臺灣大學,09231144,社會工作學系,碩士班(日間),5,1,4,9.09
107,公立,一般大學,0003,國立臺灣大學,09231144,社會工作學系,博士班,3,2,1,14.29
107,公立,一般大學,0004,國立臺灣師範大學,01111001,教育學系,學士班(日間),22,4,18,8.40
107,公立,一般大學,0004,國立臺灣師範大學,01111001,教育學系,碩士班(日間),13,1,12,15.66
107,公立,一般大學,0004,國立臺灣師範大學,01111001,教育學系,博士班,5,2,3,6.10
107,公立,一般大學,0004,國立臺灣師範大學,01113018,特殊教育學系,學士班(日間),16,0,16,8.89
107,公立,一般大學,0004,國立臺灣師範大學,01113018,特殊教育學系,碩士班(日間),7,0,7,11.86
107,公立,一般大學,0004,國立臺灣師範大學,01113018,特殊教育學系,博士班,4,1,3,9.30
