學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,在學學生數小計,在學學生數男,在學學生數女
106,私立,一般大學,1035,中國醫藥大學,學士班(進修),66,11,55
106,私立,一般大學,1035,中國醫藥大學,碩士班(日間),560,214,346
106,私立,一般大學,1035,中國醫藥大學,碩士在職專班,74,29,45
106,私立,一般大學,1035,中國醫藥大學,博士班,373,228,145
106,私立,技專校院,1036,健行學校財團法人健行科技大學,二專(日間),1,1,0
106,私立,技專校院,1036,健行學校財團法人健行科技大學,五專,26,25,1
106,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),6998,4519,2479
106,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(進修),3419,2181,1238
106,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士班(日間),279,199,80
106,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士在職專班,42,32,10
106,私立,技專校院,1037,正修學校財團法人正修科技大學,二專(進修),225,176,49
106,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),9223,5281,3942
106,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(進修),6886,4085,2801
106,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士班(日間),385,229,156
106,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士在職專班,172,108,64
106,私立,技專校院,1037,正修學校財團法人正修科技大學,博士班,12,12,0
106,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),6136,3218,2918
106,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(進修),4087,2243,1844
106,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士班(日間),140,80,60
106,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士在職專班,109,63,46
106,私立,一般大學,1039,玄奘大學,學士班(日間),3389,1473,1916
106,私立,一般大學,1039,玄奘大學,學士班(進修),491,223,268
106,私立,一般大學,1039,玄奘大學,碩士班(日間),305,141,164
106,私立,一般大學,1039,玄奘大學,碩士在職專班,175,66,109
106,私立,一般大學,1039,玄奘大學,博士班,7,5,2
106,私立,技專校院,1040,建國科技大學,學士班(日間),5579,3548,2031
106,私立,技專校院,1040,建國科技大學,學士班(進修),2094,1514,580
106,私立,技專校院,1040,建國科技大學,碩士班(日間),166,90,76
106,私立,技專校院,1041,明志科技大學,學士班(日間),3604,2552,1052
106,私立,技專校院,1041,明志科技大學,學士班(進修),489,363,126
106,私立,技專校院,1041,明志科技大學,碩士班(日間),432,319,113
106,私立,技專校院,1041,明志科技大學,碩士在職專班,31,29,2
106,私立,技專校院,1041,明志科技大學,博士班,5,4,1
106,私立,技專校院,1042,高苑科技大學,學士班(日間),3834,2739,1095
106,私立,技專校院,1042,高苑科技大學,學士班(進修),1407,1014,393
106,私立,技專校院,1042,高苑科技大學,碩士班(日間),126,89,37
106,私立,技專校院,1042,高苑科技大學,碩士在職專班,220,158,62
106,私立,技專校院,1043,大仁科技大學,學士班(日間),4587,2167,2420
106,私立,技專校院,1043,大仁科技大學,學士班(進修),1808,680,1128
106,私立,技專校院,1043,大仁科技大學,碩士班(日間),67,38,29
106,私立,技專校院,1043,大仁科技大學,碩士在職專班,153,85,68
106,私立,技專校院,1044,聖約翰科技大學,五專,278,212,66
106,私立,技專校院,1044,聖約翰科技大學,學士班(日間),3348,2283,1065
106,私立,技專校院,1044,聖約翰科技大學,學士班(進修),138,77,61
106,私立,技專校院,1044,聖約翰科技大學,碩士班(日間),134,116,18
106,私立,技專校院,1044,聖約翰科技大學,碩士在職專班,69,47,22
106,私立,技專校院,1045,嶺東科技大學,學士班(日間),7335,2794,4541
106,私立,技專校院,1045,嶺東科技大學,學士班(進修),2622,1361,1261
106,私立,技專校院,1045,嶺東科技大學,碩士班(日間),232,108,124
106,私立,技專校院,1045,嶺東科技大學,碩士在職專班,123,84,39
106,私立,技專校院,1046,中國科技大學,學士班(日間),8710,3697,5013
106,私立,技專校院,1046,中國科技大學,學士班(進修),2057,1104,953
106,私立,技專校院,1046,中國科技大學,碩士班(日間),156,89,67
106,私立,技專校院,1046,中國科技大學,碩士在職專班,46,32,14
106,私立,技專校院,1047,中臺科技大學,學士班(日間),5860,2234,3626
106,私立,技專校院,1047,中臺科技大學,學士班(進修),2746,771,1975
106,私立,技專校院,1047,中臺科技大學,碩士班(日間),138,48,90
106,私立,技專校院,1047,中臺科技大學,碩士在職專班,243,41,202
106,私立,技專校院,1047,中臺科技大學,博士班,20,18,2
106,私立,一般大學,1048,亞洲大學,學士班(日間),9893,3778,6115
106,私立,一般大學,1048,亞洲大學,學士班(進修),1051,497,554
106,私立,一般大學,1048,亞洲大學,碩士班(日間),600,264,336
106,私立,一般大學,1048,亞洲大學,碩士在職專班,397,225,172
106,私立,一般大學,1048,亞洲大學,博士班,182,114,68
106,私立,一般大學,1049,開南大學,學士班(日間),5627,2761,2866
106,私立,一般大學,1049,開南大學,學士班(進修),1139,626,513
106,私立,一般大學,1049,開南大學,碩士班(日間),221,121,100
106,私立,一般大學,1049,開南大學,碩士在職專班,343,225,118
106,私立,一般大學,1050,佛光大學,學士班(日間),3050,1447,1603
106,私立,一般大學,1050,佛光大學,碩士班(日間),529,220,309
106,私立,一般大學,1050,佛光大學,碩士在職專班,187,109,78
106,私立,一般大學,1050,佛光大學,博士班,56,25,31
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,五專,1181,237,944
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(日間),8784,2471,6313
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(進修),2530,843,1687
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,碩士班(日間),118,27,91
106,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,碩士在職專班,120,28,92
106,私立,技專校院,1052,遠東科技大學,二專(進修),40,38,2
106,私立,技專校院,1052,遠東科技大學,學士班(日間),5304,3386,1918
106,私立,技專校院,1052,遠東科技大學,學士班(進修),664,465,199
106,私立,技專校院,1052,遠東科技大學,碩士班(日間),210,146,64
106,私立,技專校院,1052,遠東科技大學,碩士在職專班,29,28,1
106,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(日間),4878,2243,2635
106,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(進修),1310,561,749
106,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,碩士班(日間),217,101,116
106,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,碩士在職專班,32,12,20
106,私立,技專校院,1054,景文科技大學,學士班(日間),5328,2379,2949
106,私立,技專校院,1054,景文科技大學,學士班(進修),1813,861,952
106,私立,技專校院,1054,景文科技大學,碩士班(日間),61,41,20
106,私立,技專校院,1054,景文科技大學,碩士在職專班,97,61,36
106,私立,技專校院,1055,中華醫事科技大學,二專(日間),110,62,48
106,私立,技專校院,1055,中華醫事科技大學,五專,2669,573,2096
106,私立,技專校院,1055,中華醫事科技大學,學士班(日間),4777,1944,2833
106,私立,技專校院,1055,中華醫事科技大學,學士班(進修),1554,528,1026
106,私立,技專校院,1055,中華醫事科技大學,碩士班(日間),112,58,54
106,私立,技專校院,1055,中華醫事科技大學,碩士在職專班,18,9,9
106,私立,技專校院,1056,東南科技大學,學士班(日間),5580,3705,1875
106,私立,技專校院,1056,東南科技大學,學士班(進修),448,353,95
106,私立,技專校院,1056,東南科技大學,碩士班(日間),155,126,29
106,私立,技專校院,1056,東南科技大學,碩士在職專班,58,48,10
106,私立,技專校院,1057,德明財經科技大學,學士班(日間),7218,2769,4449
106,私立,技專校院,1057,德明財經科技大學,學士班(進修),1086,524,562
106,私立,技專校院,1057,德明財經科技大學,碩士班(日間),54,35,19
106,私立,技專校院,1057,德明財經科技大學,碩士在職專班,62,35,27
106,私立,一般大學,1058,明道學校財團法人明道大學,學士班(日間),3214,1824,1390
106,私立,一般大學,1058,明道學校財團法人明道大學,學士班(進修),955,608,347
106,私立,一般大學,1058,明道學校財團法人明道大學,碩士班(日間),206,106,100
106,私立,一般大學,1058,明道學校財團法人明道大學,碩士在職專班,74,25,49
106,私立,一般大學,1058,明道學校財團法人明道大學,博士班,20,11,9
106,私立,技專校院,1060,南開科技大學,五專,906,730,176
106,私立,技專校院,1060,南開科技大學,學士班(日間),3233,2154,1079
106,私立,技專校院,1060,南開科技大學,學士班(進修),865,552,313
106,私立,技專校院,1060,南開科技大學,碩士班(日間),109,74,35
106,私立,技專校院,1060,南開科技大學,碩士在職專班,104,41,63
106,私立,技專校院,1061,中華學校財團法人中華科技大學,二專(進修),15,2,13
106,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(日間),5059,3332,1727
106,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(進修),1136,839,297
106,私立,技專校院,1061,中華學校財團法人中華科技大學,碩士班(日間),228,170,58
106,私立,技專校院,1061,中華學校財團法人中華科技大學,碩士在職專班,100,76,24
106,私立,技專校院,1062,僑光科技大學,二專(進修),17,9,8
106,私立,技專校院,1062,僑光科技大學,五專,1,1,0
106,私立,技專校院,1062,僑光科技大學,學士班(日間),6549,2569,3980
106,私立,技專校院,1062,僑光科技大學,學士班(進修),4206,2218,1988
106,私立,技專校院,1062,僑光科技大學,碩士班(日間),50,24,26
106,私立,技專校院,1062,僑光科技大學,碩士在職專班,33,24,9
106,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(日間),2678,1279,1399
106,私立,技專校院,1063,廣亞學校財團法人育達科技大學,學士班(進修),1597,808,789
106,私立,技專校院,1063,廣亞學校財團法人育達科技大學,碩士班(日間),127,71,56
106,私立,技專校院,1063,廣亞學校財團法人育達科技大學,碩士在職專班,180,102,78
106,私立,技專校院,1064,美和學校財團法人美和科技大學,二專(進修),24,19,5
106,私立,技專校院,1064,美和學校財團法人美和科技大學,五專,1770,217,1553
106,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(日間),3658,1478,2180
106,私立,技專校院,1064,美和學校財團法人美和科技大學,學士班(進修),1668,419,1249
106,私立,技專校院,1064,美和學校財團法人美和科技大學,碩士班(日間),134,55,79
106,私立,技專校院,1064,美和學校財團法人美和科技大學,碩士在職專班,212,75,137
106,私立,技專校院,1065,吳鳳科技大學,學士班(日間),3624,2474,1150
106,私立,技專校院,1065,吳鳳科技大學,學士班(進修),954,713,241
106,私立,技專校院,1065,吳鳳科技大學,碩士班(日間),61,37,24
106,私立,技專校院,1065,吳鳳科技大學,碩士在職專班,70,41,29
106,私立,技專校院,1066,環球學校財團法人環球科技大學,二專(進修),242,131,111
106,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(日間),3555,1692,1863
106,私立,技專校院,1066,環球學校財團法人環球科技大學,學士班(進修),1308,600,708
106,私立,技專校院,1066,環球學校財團法人環球科技大學,碩士班(日間),141,72,69
106,私立,技專校院,1066,環球學校財團法人環球科技大學,碩士在職專班,49,34,15
106,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(日間),2172,1123,1049
106,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,學士班(進修),498,303,195
106,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,碩士班(日間),60,23,37
106,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(日間),1964,1152,812
106,私立,技專校院,1068,中州學校財團法人中州科技大學,學士班(進修),1425,728,697
106,私立,技專校院,1068,中州學校財團法人中州科技大學,碩士班(日間),53,39,14
106,私立,技專校院,1068,中州學校財團法人中州科技大學,碩士在職專班,31,26,5
106,私立,技專校院,1069,修平學校財團法人修平科技大學,二專(進修),6,6,0
106,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(日間),4339,2771,1568
106,私立,技專校院,1069,修平學校財團法人修平科技大學,學士班(進修),806,692,114
106,私立,技專校院,1069,修平學校財團法人修平科技大學,碩士班(日間),48,35,13
106,私立,技專校院,1069,修平學校財團法人修平科技大學,碩士在職專班,12,10,2
106,私立,技專校院,1070,長庚學校財團法人長庚科技大學,五專,557,40,517
106,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(日間),4630,440,4190
106,私立,技專校院,1070,長庚學校財團法人長庚科技大學,學士班(進修),1384,82,1302
106,私立,技專校院,1070,長庚學校財團法人長庚科技大學,碩士班(日間),58,0,58
106,私立,技專校院,1070,長庚學校財團法人長庚科技大學,碩士在職專班,83,1,82
106,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,二專(日間),1,1,0
106,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,二專(進修),50,26,24
106,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,五專,1391,968,423
106,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(日間),7274,4451,2823
106,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,學士班(進修),857,641,216
106,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,碩士班(日間),104,83,21
106,私立,技專校院,1072,大華學校財團法人大華科技大學,二專(進修),83,60,23
106,私立,技專校院,1072,大華學校財團法人大華科技大學,五專,762,457,305
106,私立,技專校院,1072,大華學校財團法人大華科技大學,學士班(日間),800,511,289
106,私立,技專校院,1072,大華學校財團法人大華科技大學,學士班(進修),1273,946,327
106,私立,技專校院,1072,大華學校財團法人大華科技大學,碩士班(日間),22,22,0
106,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,五專,1006,365,641
106,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(日間),5888,2361,3527
106,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,學士班(進修),1158,550,608
106,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,碩士班(日間),60,41,19
106,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,碩士在職專班,86,55,31
106,私立,技專校院,1074,南榮學校財團法人南榮科技大學,二專(進修),157,106,51
106,私立,技專校院,1074,南榮學校財團法人南榮科技大學,五專,175,128,47
106,私立,技專校院,1074,南榮學校財團法人南榮科技大學,學士班(日間),1145,699,446
106,私立,技專校院,1074,南榮學校財團法人南榮科技大學,學士班(進修),679,433,246
106,私立,技專校院,1074,南榮學校財團法人南榮科技大學,碩士班(日間),31,17,14
106,私立,技專校院,1074,南榮學校財團法人南榮科技大學,碩士在職專班,24,14,10
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,五專,1672,284,1388
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(日間),5502,1205,4297
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學士班(進修),2020,600,1420
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,碩士班(日間),163,43,120
106,私立,技專校院,1075,文藻學校財團法人文藻外語大學,碩士在職專班,62,19,43
106,私立,技專校院,1076,華夏學校財團法人華夏科技大學,二專(進修),227,105,122
106,私立,技專校院,1076,華夏學校財團法人華夏科技大學,五專,595,516,79
106,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(日間),2794,1804,990
106,私立,技專校院,1076,華夏學校財團法人華夏科技大學,學士班(進修),1078,672,406
106,私立,技專校院,1076,華夏學校財團法人華夏科技大學,碩士班(日間),40,38,2
106,私立,技專校院,1076,華夏學校財團法人華夏科技大學,碩士在職專班,65,47,18
106,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,五專,1249,149,1100
106,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(日間),1561,600,961
106,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,學士班(進修),108,8,100
106,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,碩士班(日間),29,12,17
106,私立,技專校院,1078,致理學校財團法人致理科技大學,二專(日間),3,1,2
106,私立,技專校院,1078,致理學校財團法人致理科技大學,五專,1619,296,1323
106,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(日間),6649,2077,4572
106,私立,技專校院,1078,致理學校財團法人致理科技大學,學士班(進修),3261,1135,2126
106,私立,技專校院,1078,致理學校財團法人致理科技大學,碩士班(日間),50,10,40
106,私立,技專校院,1078,致理學校財團法人致理科技大學,碩士在職專班,42,7,35
106,私立,一般大學,1079,康寧學校財團法人康寧大學,二專(日間),19,5,14
106,私立,一般大學,1079,康寧學校財團法人康寧大學,二專(進修),342,76,266
106,私立,一般大學,1079,康寧學校財團法人康寧大學,五專,2889,656,2233
106,私立,一般大學,1079,康寧學校財團法人康寧大學,學士班(日間),926,480,446
106,私立,一般大學,1079,康寧學校財團法人康寧大學,學士班(進修),500,302,198
106,私立,一般大學,1079,康寧學校財團法人康寧大學,碩士班(日間),153,54,99
106,私立,一般大學,1079,康寧學校財團法人康寧大學,碩士在職專班,139,55,84
106,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,二專(進修),259,150,109
106,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,五專,1489,945,544
106,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,學士班(日間),2938,1710,1228
106,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,學士班(進修),1882,1159,723
106,私立,技專校院,1081,東方學校財團法人東方設計大學,五專,1432,615,817
106,私立,技專校院,1081,東方學校財團法人東方設計大學,學士班(日間),1415,744,671
106,私立,技專校院,1081,東方學校財團法人東方設計大學,學士班(進修),164,68,96
106,私立,技專校院,1081,東方學校財團法人東方設計大學,碩士班(日間),119,51,68
106,私立,技專校院,1081,東方學校財團法人東方設計大學,碩士在職專班,32,18,14
106,私立,技專校院,1081,東方學校財團法人東方設計大學,博士班,30,16,14
106,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,五專,320,139,181
106,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,學士班(日間),2283,1046,1237
106,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,碩士班(日間),82,41,41
106,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,二專(日間),104,96,8
106,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,二專(進修),94,86,8
106,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,五專,1238,768,470
106,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學士班(日間),3596,1933,1663
106,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,學士班(進修),212,77,135
106,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,碩士班(日間),86,50,36
106,私立,一般大學,1125,中信學校財團法人中信金融管理學院,學士班(日間),438,206,232
106,私立,一般大學,1125,中信學校財團法人中信金融管理學院,學士班(進修),2,1,1
106,私立,一般大學,1125,中信學校財團法人中信金融管理學院,碩士班(日間),45,20,25
106,私立,技專校院,1148,大漢技術學院,二專(進修),178,91,87
106,私立,技專校院,1148,大漢技術學院,學士班(日間),384,257,127
106,私立,技專校院,1148,大漢技術學院,學士班(進修),658,395,263
106,私立,技專校院,1148,大漢技術學院,碩士班(日間),85,66,19
106,私立,技專校院,1159,和春技術學院,二專(進修),491,346,145
106,私立,技專校院,1159,和春技術學院,五專,308,172,136
106,私立,技專校院,1159,和春技術學院,學士班(日間),743,464,279
106,私立,技專校院,1159,和春技術學院,學士班(進修),892,607,285
106,私立,技專校院,1159,和春技術學院,碩士班(日間),41,35,6
106,私立,技專校院,1166,亞東技術學院,學士班(日間),4347,2976,1371
106,私立,技專校院,1166,亞東技術學院,學士班(進修),102,3,99
106,私立,技專校院,1166,亞東技術學院,碩士班(日間),35,26,9
106,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,二專(進修),92,77,15
106,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,五專,296,167,129
106,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學士班(日間),2178,1200,978
106,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學士班(進修),939,651,288
106,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,碩士班(日間),37,21,16
106,私立,一般大學,1176,稻江科技暨管理學院,學士班(日間),1371,733,638
106,私立,一般大學,1176,稻江科技暨管理學院,學士班(進修),764,271,493
106,私立,一般大學,1176,稻江科技暨管理學院,碩士班(日間),79,37,42
106,私立,一般大學,1176,稻江科技暨管理學院,碩士在職專班,53,35,18
106,私立,技專校院,1182,蘭陽技術學院,五專,496,289,207
106,私立,技專校院,1182,蘭陽技術學院,學士班(日間),562,317,245
106,私立,技專校院,1183,黎明技術學院,二專(進修),73,12,61
106,私立,技專校院,1183,黎明技術學院,五專,695,598,97
106,私立,技專校院,1183,黎明技術學院,學士班(日間),2985,1536,1449
106,私立,技專校院,1183,黎明技術學院,學士班(進修),823,528,295
106,私立,技專校院,1185,經國管理暨健康學院,五專,1465,376,1089
106,私立,技專校院,1185,經國管理暨健康學院,學士班(日間),1957,688,1269
106,私立,技專校院,1185,經國管理暨健康學院,學士班(進修),380,110,270
106,私立,技專校院,1185,經國管理暨健康學院,碩士班(日間),26,11,15
106,私立,技專校院,1185,經國管理暨健康學院,碩士在職專班,46,12,34
106,私立,技專校院,1188,大同技術學院,二專(進修),18,9,9
106,私立,技專校院,1188,大同技術學院,五專,203,112,91
106,私立,技專校院,1188,大同技術學院,學士班(日間),1323,590,733
106,私立,技專校院,1188,大同技術學院,學士班(進修),568,187,381
106,私立,技專校院,1189,亞太學校財團法人亞太創意技術學院,二專(進修),43,0,43
106,私立,技專校院,1189,亞太學校財團法人亞太創意技術學院,學士班(日間),255,172,83
106,私立,技專校院,1189,亞太學校財團法人亞太創意技術學院,學士班(進修),508,72,436
106,私立,技專校院,1189,亞太學校財團法人亞太創意技術學院,碩士班(日間),88,34,54
106,私立,技專校院,1192,臺灣觀光學院,二專(日間),1,1,0
106,私立,技專校院,1192,臺灣觀光學院,二專(進修),41,9,32
106,私立,技專校院,1192,臺灣觀光學院,五專,202,76,126
106,私立,技專校院,1192,臺灣觀光學院,學士班(日間),508,255,253
106,私立,技專校院,1192,臺灣觀光學院,學士班(進修),127,54,73
106,私立,技專校院,1192,臺灣觀光學院,碩士班(日間),17,9,8
106,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,學士班(日間),625,254,371
106,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,碩士班(日間),41,12,29
106,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,學士班(日間),63,23,40
106,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,碩士班(日間),188,51,137
106,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,博士班,16,5,11
106,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,二專(日間),19,7,12
106,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,二專(進修),304,154,150
106,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,五專,4058,471,3587
106,私立,技專校院,1283,仁德醫護管理專科學校,二專(進修),362,184,178
106,私立,技專校院,1283,仁德醫護管理專科學校,五專,6239,1364,4875
106,私立,技專校院,1284,樹人醫護管理專科學校,二專(進修),519,332,187
106,私立,技專校院,1284,樹人醫護管理專科學校,五專,6578,1566,5012
106,私立,技專校院,1285,慈惠醫護管理專科學校,二專(日間),127,54,73
106,私立,技專校院,1285,慈惠醫護管理專科學校,二專(進修),306,115,191
106,私立,技專校院,1285,慈惠醫護管理專科學校,五專,5123,1203,3920
106,私立,技專校院,1286,耕莘健康管理專科學校,二專(進修),88,0,88
106,私立,技專校院,1286,耕莘健康管理專科學校,五專,5129,532,4597
106,私立,技專校院,1287,敏惠醫護管理專科學校,五專,3858,466,3392
106,私立,技專校院,1288,高美醫護管理專科學校,二專(進修),107,52,55
106,私立,技專校院,1288,高美醫護管理專科學校,五專,483,118,365
106,私立,技專校院,1289,育英醫護管理專科學校,五專,1969,175,1794
106,私立,技專校院,1290,崇仁醫護管理專科學校,五專,3503,428,3075
106,私立,技專校院,1291,聖母醫護管理專科學校,五專,3155,715,2440
106,私立,技專校院,1292,新生醫護管理專科學校,二專(進修),87,31,56
106,私立,技專校院,1292,新生醫護管理專科學校,五專,5937,740,5197
106,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,碩士班(日間),27,15,12
106,私立,宗教研修學院,1R03,臺北基督學院,學士班(日間),116,52,64
106,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,學士班(日間),40,16,24
106,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,碩士班(日間),32,11,21
106,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,碩士班(日間),54,23,31
106,私立,宗教研修學院,1R06,一貫道崇德學院,碩士班(日間),28,15,13
106,公立,一般大學,3002,臺北市立大學,學士班(日間),5276,2385,2891
106,公立,一般大學,3002,臺北市立大學,碩士班(日間),1193,383,810
106,公立,一般大學,3002,臺北市立大學,碩士在職專班,978,302,676
106,公立,一般大學,3002,臺北市立大學,博士班,228,98,130
107,公立,一般大學,0001,國立政治大學,學士班(日間),9630,3983,5647
107,公立,一般大學,0001,國立政治大學,碩士班(日間),3998,1854,2144
107,公立,一般大學,0001,國立政治大學,碩士在職專班,1750,896,854
107,公立,一般大學,0001,國立政治大學,博士班,965,551,414
107,公立,一般大學,0002,國立清華大學,學士班(日間),8754,4737,4017
107,公立,一般大學,0002,國立清華大學,碩士班(日間),5018,3141,1877
107,公立,一般大學,0002,國立清華大學,碩士在職專班,1221,459,762
107,公立,一般大學,0002,國立清華大學,博士班,1664,1221,443
107,公立,一般大學,0003,國立臺灣大學,學士班(日間),16604,9447,7157
107,公立,一般大學,0003,國立臺灣大學,碩士班(日間),10197,6178,4019
107,公立,一般大學,0003,國立臺灣大學,碩士在職專班,1485,904,581
107,公立,一般大學,0003,國立臺灣大學,博士班,3459,2405,1054
107,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),8079,3583,4496
107,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),4083,1714,2369
107,公立,一般大學,0004,國立臺灣師範大學,碩士在職專班,2042,596,1446
107,公立,一般大學,0004,國立臺灣師範大學,博士班,1378,685,693
107,公立,一般大學,0005,國立成功大學,學士班(日間),11390,7123,4267
107,公立,一般大學,0005,國立成功大學,碩士班(日間),6720,4244,2476
107,公立,一般大學,0005,國立成功大學,碩士在職專班,1386,873,513
107,公立,一般大學,0005,國立成功大學,博士班,1780,1241,539
107,公立,一般大學,0006,國立中興大學,學士班(日間),8090,4685,3405
107,公立,一般大學,0006,國立中興大學,學士班(進修),946,399,547
107,公立,一般大學,0006,國立中興大學,碩士班(日間),3401,2049,1352
107,公立,一般大學,0006,國立中興大學,碩士在職專班,1506,1006,500
107,公立,一般大學,0006,國立中興大學,博士班,941,662,279
107,公立,一般大學,0007,國立交通大學,學士班(日間),5398,3735,1663
107,公立,一般大學,0007,國立交通大學,碩士班(日間),5611,3843,1768
107,公立,一般大學,0007,國立交通大學,碩士在職專班,1533,1029,504
107,公立,一般大學,0007,國立交通大學,博士班,1729,1380,349
107,公立,一般大學,0008,國立中央大學,學士班(日間),6057,3872,2185
107,公立,一般大學,0008,國立中央大學,碩士班(日間),3509,2349,1160
107,公立,一般大學,0008,國立中央大學,碩士在職專班,1348,883,465
107,公立,一般大學,0008,國立中央大學,博士班,1046,763,283
107,公立,一般大學,0009,國立中山大學,學士班(日間),4726,2953,1773
107,公立,一般大學,0009,國立中山大學,碩士班(日間),2889,1841,1048
107,公立,一般大學,0009,國立中山大學,碩士在職專班,1025,523,502
107,公立,一般大學,0009,國立中山大學,博士班,785,534,251
107,公立,一般大學,0012,國立臺灣海洋大學,學士班(日間),5769,4002,1767
107,公立,一般大學,0012,國立臺灣海洋大學,學士班(進修),617,391,226
107,公立,一般大學,0012,國立臺灣海洋大學,碩士班(日間),1416,911,505
107,公立,一般大學,0012,國立臺灣海洋大學,碩士在職專班,552,334,218
107,公立,一般大學,0012,國立臺灣海洋大學,博士班,301,230,71
107,公立,一般大學,0013,國立中正大學,學士班(日間),6579,3591,2988
